,Agent_0,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Agent_11,Agent_12,Agent_13,Agent_14,Agent_15,Agent_16,Agent_17,Agent_18,Agent_19,Agent_20,Agent_21,Agent_22,Agent_23,Agent_24,Agent_25,Agent_26,Agent_27,Agent_28,Agent_29,Total_Payoff
20,"{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(28.8)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(8.84)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(69.15)]}","{'assigned_arms': [35, 2], 'chosen_arm': [35], 'payoff': [np.float64(1.06)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(71.16)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(17.39)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(19.81)]}","{'assigned_arms': [38, 11, 26, 0, 30], 'chosen_arm': [26], 'payoff': [np.float64(85.42)]}","{'assigned_arms': [7, 3], 'chosen_arm': [3], 'payoff': [np.float64(92.86)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(72.5)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(16.71)]}","{'assigned_arms': [14, 27, 44], 'chosen_arm': [27], 'payoff': [np.float64(51.96)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(91.4)]}","{'assigned_arms': [18, 32], 'chosen_arm': [18], 'payoff': [np.float64(98.01)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(67.44)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(24.44)]}","{'assigned_arms': [41, 16], 'chosen_arm': [16], 'payoff': [np.float64(78.18)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(74.12)]}","{'assigned_arms': [22, 9, 20], 'chosen_arm': [22], 'payoff': [np.float64(42.19)]}","{'assigned_arms': [8, 5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(49.61)]}","{'assigned_arms': [33, 45], 'chosen_arm': [45], 'payoff': [np.float64(17.37)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(76.44)]}","{'assigned_arms': [24, 48, 34, 36], 'chosen_arm': [36], 'payoff': [np.float64(83.18)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(1.23)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(37.91)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(35.5)]}","{'assigned_arms': [39, 31, 47], 'chosen_arm': [39], 'payoff': [np.float64(81.31)]}","{'assigned_arms': [46, 40], 'chosen_arm': [46], 'payoff': [np.float64(89.75)]}",56.12466666666667
21,"{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(20.53)]}","{'assigned_arms': [46, 26, 25, 35], 'chosen_arm': [26], 'payoff': [np.float64(89.6)]}","{'assigned_arms': [33, 23, 1], 'chosen_arm': [1], 'payoff': [np.float64(77.37)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(45.31)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(82.72)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(24.01)]}","{'assigned_arms': [29, 32], 'chosen_arm': [29], 'payoff': [np.float64(4.23)]}","{'assigned_arms': [8, 11], 'chosen_arm': [8], 'payoff': [np.float64(66.69)]}","{'assigned_arms': [18, 2, 48], 'chosen_arm': [18], 'payoff': [np.float64(92.33)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(39.22)]}","{'assigned_arms': [3, 37], 'chosen_arm': [3], 'payoff': [np.float64(88.47)]}","{'assigned_arms': [17, 6], 'chosen_arm': [17], 'payoff': [np.float64(90.6)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(20.59)]}","{'assigned_arms': [42, 49], 'chosen_arm': [42], 'payoff': [np.float64(36.81)]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [np.float64(17.51)]}","{'assigned_arms': [27, 22, 36], 'chosen_arm': [36], 'payoff': [np.float64(79.61)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(12.79)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(26.06)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(44.05)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(70.96)]}","{'assigned_arms': [43, 19, 10, 21], 'chosen_arm': [43], 'payoff': [np.float64(95.65)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(18.47)]}","{'assigned_arms': [7, 9], 'chosen_arm': [7], 'payoff': [np.float64(57.77)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(65.7)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(40.62)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(87.34)]}","{'assigned_arms': [45, 44, 24], 'chosen_arm': [45], 'payoff': [np.float64(7.12)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(66.51)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(30.09)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(87.47)]}",52.87333333333332
22,"{'assigned_arms': [12, 48], 'chosen_arm': [12], 'payoff': [np.float64(74.81)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(63.1)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(18.7)]}","{'assigned_arms': [41, 49, 0], 'chosen_arm': [41], 'payoff': [np.float64(41.01)]}","{'assigned_arms': [23, 30], 'chosen_arm': [23], 'payoff': [np.float64(74.13)]}","{'assigned_arms': [19, 9], 'chosen_arm': [19], 'payoff': [np.float64(38.52)]}","{'assigned_arms': [33, 45, 46], 'chosen_arm': [46], 'payoff': [np.float64(83.87)]}","{'assigned_arms': [26, 29, 10, 5], 'chosen_arm': [5], 'payoff': [np.float64(99.84)]}","{'assigned_arms': [35, 4, 43, 13], 'chosen_arm': [43], 'payoff': [np.float64(94.03)]}","{'assigned_arms': [28, 44], 'chosen_arm': [28], 'payoff': [np.float64(65.3)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(91.64)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(99.46)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(52.64)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(46.09)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(7.48)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(90.7)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(47.8)]}","{'assigned_arms': [14, 37], 'chosen_arm': [37], 'payoff': [np.float64(73.05)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(32.3)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(74.49)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(82.41)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(81.76)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(45.22)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(3.3)]}","{'assigned_arms': [42, 21], 'chosen_arm': [42], 'payoff': [np.float64(48.44)]}","{'assigned_arms': [40, 15], 'chosen_arm': [15], 'payoff': [np.float64(17.6)]}","{'assigned_arms': [8, 32, 2], 'chosen_arm': [8], 'payoff': [np.float64(65.79)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(89.85)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(50.34)]}","{'assigned_arms': [11, 22], 'chosen_arm': [22], 'payoff': [np.float64(43.74)]}",59.913666666666664
23,"{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(13.07)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(82.96)]}","{'assigned_arms': [7, 22], 'chosen_arm': [7], 'payoff': [np.float64(54.2)]}","{'assigned_arms': [2, 40, 42], 'chosen_arm': [42], 'payoff': [np.float64(32.2)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(28.91)]}","{'assigned_arms': [36, 3], 'chosen_arm': [3], 'payoff': [np.float64(98.36)]}","{'assigned_arms': [20, 49, 32], 'chosen_arm': [49], 'payoff': [np.float64(78.61)]}","{'assigned_arms': [29, 17], 'chosen_arm': [17], 'payoff': [np.float64(96.86)]}","{'assigned_arms': [16, 10], 'chosen_arm': [16], 'payoff': [np.float64(79.19)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(28.01)]}","{'assigned_arms': [21, 37], 'chosen_arm': [37], 'payoff': [np.float64(78.77)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(24.99)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(43.53)]}","{'assigned_arms': [48, 11], 'chosen_arm': [11], 'payoff': [np.float64(16.8)]}","{'assigned_arms': [13, 25, 18], 'chosen_arm': [18], 'payoff': [np.float64(98.21)]}","{'assigned_arms': [1, 44], 'chosen_arm': [1], 'payoff': [np.float64(71.17)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(44.49)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(54.7)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(61.52)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(59.37)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(61.09)]}","{'assigned_arms': [15, 12], 'chosen_arm': [12], 'payoff': [np.float64(74.76)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(9.46)]}","{'assigned_arms': [39, 46], 'chosen_arm': [46], 'payoff': [np.float64(86.47)]}","{'assigned_arms': [23, 35], 'chosen_arm': [23], 'payoff': [np.float64(68.82)]}","{'assigned_arms': [38, 6], 'chosen_arm': [6], 'payoff': [np.float64(66.23)]}","{'assigned_arms': [43, 4], 'chosen_arm': [43], 'payoff': [np.float64(94.87)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [28, 14, 41], 'chosen_arm': [28], 'payoff': [np.float64(69.47)]}",59.23633333333333
24,"{'assigned_arms': [28, 35], 'chosen_arm': [28], 'payoff': [np.float64(71.71)]}","{'assigned_arms': [21, 42], 'chosen_arm': [21], 'payoff': [np.float64(44.09)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(32.6)]}","{'assigned_arms': [1, 43, 47], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(56.57)]}","{'assigned_arms': [39, 8], 'chosen_arm': [8], 'payoff': [np.float64(69.79)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(35.72)]}","{'assigned_arms': [25, 11], 'chosen_arm': [25], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [5, 29], 'chosen_arm': [5], 'payoff': [np.float64(90.55)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(74.37)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(78.28)]}","{'assigned_arms': [33, 15, 19], 'chosen_arm': [33], 'payoff': [np.float64(0.99)]}","{'assigned_arms': [3, 31], 'chosen_arm': [3], 'payoff': [np.float64(87.97)]}","{'assigned_arms': [2, 20], 'chosen_arm': [20], 'payoff': [np.float64(16.57)]}","{'assigned_arms': [38, 45, 36], 'chosen_arm': [36], 'payoff': [np.float64(91.38)]}","{'assigned_arms': [37, 14], 'chosen_arm': [14], 'payoff': [np.float64(4.84)]}","{'assigned_arms': [24, 40], 'chosen_arm': [24], 'payoff': [np.float64(67.51)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(70.99)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(65.04)]}","{'assigned_arms': [34, 0, 18, 48], 'chosen_arm': [18], 'payoff': [np.float64(93.39)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(77.12)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(73.9)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(43.5)]}","{'assigned_arms': [44, 46], 'chosen_arm': [46], 'payoff': [np.float64(90.29)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(49.73)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(42.33)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(17.83)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(27.4)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(90.56)]}","{'assigned_arms': [7, 26], 'chosen_arm': [26], 'payoff': [np.float64(89.06)]}",58.46933333333333
25,"{'assigned_arms': [19, 12], 'chosen_arm': [19], 'payoff': [np.float64(26.38)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(69.36)]}","{'assigned_arms': [7, 22], 'chosen_arm': [7], 'payoff': [np.float64(56.45)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(17.27)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(81.46)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(71.01)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(61.29)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(33.68)]}","{'assigned_arms': [24, 0, 2, 11], 'chosen_arm': [0], 'payoff': [np.float64(28.22)]}","{'assigned_arms': [46, 42], 'chosen_arm': [46], 'payoff': [np.float64(95.59)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(12.75)]}","{'assigned_arms': [48, 43], 'chosen_arm': [43], 'payoff': [np.float64(96.19)]}","{'assigned_arms': [25, 26], 'chosen_arm': [26], 'payoff': [np.float64(90.64)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(26.04)]}","{'assigned_arms': [5, 49], 'chosen_arm': [5], 'payoff': [np.float64(94.62)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(34.01)]}","{'assigned_arms': [41, 30, 33, 40], 'chosen_arm': [41], 'payoff': [np.float64(51.9)]}","{'assigned_arms': [6, 23], 'chosen_arm': [23], 'payoff': [np.float64(69.16)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(15.37)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(27.05)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(98.64)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(81.77)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(40.95)]}","{'assigned_arms': [29, 14, 20], 'chosen_arm': [20], 'payoff': [np.float64(22.32)]}","{'assigned_arms': [13, 36], 'chosen_arm': [36], 'payoff': [np.float64(89.91)]}","{'assigned_arms': [8, 28, 35, 1], 'chosen_arm': [1], 'payoff': [np.float64(74.11)]}","{'assigned_arms': [34, 9], 'chosen_arm': [9], 'payoff': [np.float64(35.36)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(33.01)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(96.9)]}",57.71366666666667
26,"{'assigned_arms': [44, 3], 'chosen_arm': [44], 'payoff': [np.float64(37.21)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(55.79)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(70.71)]}","{'assigned_arms': [20, 1], 'chosen_arm': [1], 'payoff': [np.float64(82.68)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(40.94)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(12.57)]}","{'assigned_arms': [32, 35, 29], 'chosen_arm': [32], 'payoff': [np.float64(79.32)]}","{'assigned_arms': [41, 30], 'chosen_arm': [41], 'payoff': [np.float64(49.26)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(64.29)]}","{'assigned_arms': [45, 47], 'chosen_arm': [47], 'payoff': [np.float64(21.35)]}","{'assigned_arms': [25, 19], 'chosen_arm': [19], 'payoff': [np.float64(25.47)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(26.16)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(34.3)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(94.47)]}","{'assigned_arms': [12, 9], 'chosen_arm': [12], 'payoff': [np.float64(80.51)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(84.44)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(23.52)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(20.26)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(57.14)]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [np.float64(8.48)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(88.37)]}","{'assigned_arms': [36, 2], 'chosen_arm': [36], 'payoff': [np.float64(93.08)]}","{'assigned_arms': [23, 28, 7, 18, 38], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(74.25)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(35.49)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(54.28)]}","{'assigned_arms': [39, 5], 'chosen_arm': [5], 'payoff': [np.float64(97.24)]}","{'assigned_arms': [33, 43, 40, 13], 'chosen_arm': [43], 'payoff': [np.float64(90.33)]}","{'assigned_arms': [46, 11, 22], 'chosen_arm': [46], 'payoff': [np.float64(86.47)]}","{'assigned_arms': [49, 42], 'chosen_arm': [49], 'payoff': [np.float64(77.47)]}",58.861666666666665
27,"{'assigned_arms': [6, 29], 'chosen_arm': [29], 'payoff': [np.float64(3.55)]}","{'assigned_arms': [11, 15], 'chosen_arm': [11], 'payoff': [np.float64(8.04)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(23.04)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(71.84)]}","{'assigned_arms': [16, 20, 10], 'chosen_arm': [16], 'payoff': [np.float64(78.87)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(19.81)]}","{'assigned_arms': [24, 33], 'chosen_arm': [24], 'payoff': [np.float64(66.44)]}","{'assigned_arms': [18, 14], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(26.06)]}","{'assigned_arms': [7, 4], 'chosen_arm': [7], 'payoff': [np.float64(54.62)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(56.68)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(79.89)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(65.78)]}","{'assigned_arms': [19, 47], 'chosen_arm': [19], 'payoff': [np.float64(30.46)]}","{'assigned_arms': [43, 9, 41], 'chosen_arm': [43], 'payoff': [np.float64(90.32)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(63.11)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(29.27)]}","{'assigned_arms': [32, 49], 'chosen_arm': [32], 'payoff': [np.float64(79.33)]}","{'assigned_arms': [17, 46], 'chosen_arm': [17], 'payoff': [np.float64(92.01)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(84.15)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(79.23)]}","{'assigned_arms': [38, 30], 'chosen_arm': [38], 'payoff': [np.float64(46.78)]}","{'assigned_arms': [48, 3], 'chosen_arm': [3], 'payoff': [np.float64(91.78)]}","{'assigned_arms': [23, 44, 0], 'chosen_arm': [44], 'payoff': [np.float64(41.77)]}","{'assigned_arms': [42, 5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(88.05)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(3.03)]}","{'assigned_arms': [36, 35, 40], 'chosen_arm': [36], 'payoff': [np.float64(78.03)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(73.11)]}","{'assigned_arms': [22, 34], 'chosen_arm': [22], 'payoff': [np.float64(49.23)]}",59.142666666666656
28,"{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(13.2)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(18.03)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(15.32)]}","{'assigned_arms': [2, 9, 44], 'chosen_arm': [2], 'payoff': [np.float64(57.16)]}","{'assigned_arms': [0, 13], 'chosen_arm': [0], 'payoff': [np.float64(14.94)]}","{'assigned_arms': [6, 16], 'chosen_arm': [16], 'payoff': [np.float64(82.33)]}","{'assigned_arms': [32, 19], 'chosen_arm': [32], 'payoff': [np.float64(78.95)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(69.75)]}","{'assigned_arms': [14, 47], 'chosen_arm': [14], 'payoff': [np.float64(9.3)]}","{'assigned_arms': [22, 48], 'chosen_arm': [48], 'payoff': [np.float64(51.74)]}","{'assigned_arms': [4, 36], 'chosen_arm': [36], 'payoff': [np.float64(81.23)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(88.08)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(31.61)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(83.88)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(57.35)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(19.1)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(74.22)]}","{'assigned_arms': [41, 10, 11], 'chosen_arm': [41], 'payoff': [np.float64(36.44)]}","{'assigned_arms': [18, 24], 'chosen_arm': [18], 'payoff': [np.float64(99.2)]}","{'assigned_arms': [43, 25], 'chosen_arm': [43], 'payoff': [np.float64(92.82)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(73.68)]}","{'assigned_arms': [15, 21], 'chosen_arm': [21], 'payoff': [np.float64(35.13)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(68.56)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(90.44)]}","{'assigned_arms': [7, 8], 'chosen_arm': [8], 'payoff': [np.float64(65.65)]}","{'assigned_arms': [46, 35, 31, 12], 'chosen_arm': [46], 'payoff': [np.float64(83.67)]}","{'assigned_arms': [39, 33, 30], 'chosen_arm': [39], 'payoff': [np.float64(91.08)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(43.56)]}","{'assigned_arms': [28, 34], 'chosen_arm': [28], 'payoff': [np.float64(62.78)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(95.68)]}",59.496
29,"{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(40.79)]}","{'assigned_arms': [39, 14], 'chosen_arm': [39], 'payoff': [np.float64(84.61)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(59.43)]}","{'assigned_arms': [18, 35], 'chosen_arm': [18], 'payoff': [np.float64(98.05)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(29.95)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(26.33)]}","{'assigned_arms': [15, 10], 'chosen_arm': [15], 'payoff': [np.float64(12.01)]}","{'assigned_arms': [44, 9], 'chosen_arm': [9], 'payoff': [np.float64(41.37)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(26.61)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(10.35)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(18.52)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(86.1)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(52.53)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(77.16)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [0, 7], 'chosen_arm': [0], 'payoff': [np.float64(24.36)]}","{'assigned_arms': [8, 3, 2, 49], 'chosen_arm': [3], 'payoff': [np.float64(88.17)]}","{'assigned_arms': [42, 20], 'chosen_arm': [42], 'payoff': [np.float64(33.84)]}","{'assigned_arms': [16, 25, 13, 43], 'chosen_arm': [43], 'payoff': [np.float64(99.32)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(83.79)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(45.1)]}","{'assigned_arms': [41, 28, 19], 'chosen_arm': [28], 'payoff': [np.float64(68.13)]}","{'assigned_arms': [37, 46, 48], 'chosen_arm': [46], 'payoff': [np.float64(85.14)]}","{'assigned_arms': [32, 40], 'chosen_arm': [40], 'payoff': [np.float64(24.57)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(12.69)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(47.96)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(60.54)]}","{'assigned_arms': [24, 27, 17], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [4, 12], 'chosen_arm': [4], 'payoff': [np.float64(44.31)]}",52.724333333333334
