,iteration,sender,receiver,message
457,15,Agent_7,Agent_13,"Arm 23 is good, reward ~68"
458,15,Agent_8,Agent_14,Arm 3 consistently good.
459,15,Agent_9,Agent_11,"Arm 5 gave 100 last time, consider pulling it."
460,15,Agent_10,Agent_1,"Try arm 46, it's good."
461,15,Agent_11,Agent_20,"Arm 39 has high rewards, try it."
462,15,Agent_12,Agent_18,Arm 33 is bad (0)
463,15,Agent_13,Agent_10,Arm 46 reward: 78.50
464,15,Agent_14,Agent_11,"Arm 3 avg ~90, pull it if possible.'"
465,15,Agent_15,Agent_17,Arm 1 consistently high (70-80).
466,15,Agent_16,Agent_28,Try arm 5
467,15,Agent_17,Agent_4,"Arm 17 is good, rewards ~90.'"
468,15,Agent_18,Agent_11,"Try arm 36, high reward.'"
469,15,Agent_19,Agent_18,Arm 33 is low reward.
470,15,Agent_20,Agent_29,Arm 10 is low.
471,15,Agent_21,Agent_27,"Try arm 44, it might be good."
472,15,Agent_22,Agent_11,Arm 16 has high reward (~85.67).
473,15,Agent_23,Agent_16,47 is low (30.93)
474,15,Agent_24,Agent_13,Arm 49 has high rewards.
475,15,Agent_25,Agent_26,Arm 26 reward 86.50
476,15,Agent_26,Agent_11,"Skip arm 25, try arm 26 (~87 avg)."
477,15,Agent_27,Agent_18,Arm 33 has very low reward (4.72)
478,15,Agent_28,Agent_17,Arm 12: 78.60
479,15,Agent_29,Agent_17,"Skip 29,35."
480,16,Agent_0,Agent_10,"Arm 37 avg 76, consider it."
481,16,Agent_1,Agent_27,Arm 26 has high reward potential (99.79).
482,16,Agent_2,Agent_28,Arm 28 avg ~72
483,16,Agent_3,Agent_27,Avoid arm 0; try arm 20
484,16,Agent_4,Agent_8,Arm 29 gave me 7.68. Try another arm.
485,16,Agent_5,Agent_25,arm 46 is good
486,16,Agent_6,Agent_12,Arm 32 is high reward.
487,16,Agent_7,Agent_26,Arm 26 is great.
488,16,Agent_8,Agent_27,Arm 20 has low rewards (~18)
489,16,Agent_9,Agent_21,Arm 43: 98.12
490,16,Agent_10,Agent_27,"Arm 0 is low (~29), try 20."
491,16,Agent_11,Agent_20,Arm 39 is good (86)
492,16,Agent_12,Agent_13,"Focus on arm 49, high potential reward."
493,16,Agent_13,Agent_28,Arm 30 gives ~63.31
494,16,Agent_14,Agent_6,Arm 24 seems better than 45 based on my history.
495,16,Agent_15,Agent_17,"Focus on arm 18, great reward potential."
496,16,Agent_16,Agent_3,Arm 5 is high reward
497,16,Agent_17,Agent_26,Arm 35 has low reward.
498,16,Agent_18,Agent_3,Arm 5 has high rewards
499,16,Agent_19,Agent_10,Arm 46 avg ~83.81'
500,16,Agent_20,Agent_9,41.28 for arm 41.
501,16,Agent_21,Agent_24,Arm 43 often gives 100!
502,16,Agent_22,Agent_27,Try arm 50
503,16,Agent_23,Agent_9,"Avoid arm 47, low reward (30.93)."
504,16,Agent_24,Agent_13,49:80
505,16,Agent_25,Agent_10,46: 86.66'
506,16,Agent_26,Agent_17,Try arm 18 - got 90.07
507,16,Agent_27,Agent_11,Arms 12 and 23 have high rewards.
508,16,Agent_28,Agent_21,arm 42 gave us 46.49.
509,16,Agent_29,Agent_6,"Arm 24 seems good, I got 64.50 last time."
510,17,Agent_0,Agent_23,Arm 32 has high reward. Try it.
511,17,Agent_1,Agent_26,Focus on arm 26 for high reward.
512,17,Agent_2,Agent_14,"Pull arm 3, high reward (85.96)."
513,17,Agent_3,Agent_27,arm 12 is good
514,17,Agent_4,Agent_29,Arm 17 has high rewards.
515,17,Agent_5,Agent_11,Avoid arm 45.
516,17,Agent_6,Agent_1,Arm 25 is terrible (0 reward)'
517,17,Agent_7,Agent_6,Arm 14 gave me 6.52.
518,17,Agent_8,Agent_26,Pull arm 26.
519,17,Agent_9,Agent_10,Arm 46: 77.26
520,17,Agent_10,Agent_1,Arm 25 is bad (~4.31).
521,17,Agent_11,Agent_26,"Arm 16 avg ~84, better than arm 7."
522,17,Agent_12,Agent_10,Arm 33 = 0 reward.
523,17,Agent_13,Agent_15,Arm 49 avg ~78
524,17,Agent_14,Agent_12,Pull arm 32
525,17,Agent_15,Agent_23,Try arm 18.
526,17,Agent_16,Agent_15,Arm 18 is good
527,17,Agent_17,Agent_25,Try arm 18 for high rewards.
528,17,Agent_18,Agent_1,"Try arm 36, high rewards."
529,17,Agent_19,Agent_8,Try arm 46'
530,17,Agent_20,Agent_23,"Avoid arm 11, reward was low."
531,17,Agent_21,Agent_0,try arm 41.
532,17,Agent_22,Agent_11,"Arm 16 is high reward, prioritize."
533,17,Agent_23,Agent_12,"Pull arm 32, good reward."
534,17,Agent_24,Agent_13,Arm 44 ~39
535,17,Agent_25,Agent_23,"Avoid arm 11, reward was 8.98"
536,17,Agent_26,Agent_1,Arm 25 gave 0 reward.
537,17,Agent_27,Agent_10,"Arm 33 had low reward for me, try 46 instead."
538,17,Agent_28,Agent_2,Try arm 12 for high reward.
539,17,Agent_29,Agent_23,"Arm 24: 64.5, Arm 29: low"
540,18,Agent_0,Agent_18,Arm 37 is great!
541,18,Agent_1,Agent_17,"Arm 25 gave me 0.00 last time, avoid it if possible."
542,18,Agent_2,Agent_10,"Arm 46 gave 89.30, 81.86 last rounds."
543,18,Agent_3,Agent_28,Arm 5 has high rewards consistently.
544,18,Agent_4,Agent_22,"Arm 17 is good, got 100 twice."
545,18,Agent_5,Agent_10,Arm 46 has high reward (88.55).
546,18,Agent_6,Agent_17,"Avoid arm 25, low reward."
547,18,Agent_7,Agent_26,Arm 26 is high reward (85+)
548,18,Agent_8,Agent_10,"Arm 46 is great, arm 11 is bad. Any data?"
549,18,Agent_9,Agent_21,Pull arm 43
550,18,Agent_10,Agent_17,Try arm 46 instead of 25
551,18,Agent_11,Agent_20,Arm 39 was very good for me (86.00 in round 1).
552,18,Agent_12,Agent_10,"Try arm 40, unexplored."
553,18,Agent_13,Agent_20,Arm 0 is low (36.09)
554,18,Agent_14,Agent_12,"Pull arm 32, it gave me 80.10."
555,18,Agent_15,Agent_17,Arm 18 is very good (~96.88)
556,18,Agent_16,Agent_17,"Arm 18 has high reward potential, consider pulling it again."
557,18,Agent_17,Agent_5,Arm 35 has low reward.
558,18,Agent_18,Agent_22,Arm 17 ~90 reward'
559,18,Agent_19,Agent_10,Pull arm 46 for high rewards.
560,18,Agent_20,Agent_29,Try arm 2
561,18,Agent_21,Agent_20,Try arm 43 for high rewards
562,18,Agent_22,Agent_11,"Arm 8 has high rewards (69.39, 65.45)"
563,18,Agent_23,Agent_11,"Arm 8 is good, ~70 reward"
564,18,Agent_24,Agent_11,"Avoid arm 15, try 42."
565,18,Agent_25,Agent_18,Arm 45 is low (12.70)
566,18,Agent_26,Agent_11,Arm 26 is high (avg ~87).
567,18,Agent_27,Agent_23,Arm 30 has consistently high rewards. Focus on it.
568,18,Agent_28,Agent_8,Arm 12 gave me 78.60.
569,18,Agent_29,Agent_22,Arm 17 is very good (90.73)
570,19,Agent_0,Agent_17,"Arm 9 avg reward ~34, avoid if possible."
571,19,Agent_1,Agent_11,"Arm 25 gave me 0, avoid"
572,19,Agent_2,Agent_20,Arm 4 is consistently good (~30-40)
573,19,Agent_3,Agent_19,"Arm 12 is great, pull it!"
574,19,Agent_4,Agent_3,Arm 5 is high reward (96.89).
575,19,Agent_5,Agent_10,"Pull arm 46, it gave me 88.55"
576,19,Agent_6,Agent_25,Arm 2 is good
577,19,Agent_7,Agent_26,"Arm 26 is ~85, high priority."
578,19,Agent_8,Agent_10,Arm 46 is high.
579,19,Agent_9,Agent_21,"Arm 43 gave 98.12, try it!"
580,19,Agent_10,Agent_11,"Avoid arm 25, reward was very low"
581,19,Agent_11,Agent_20,Arm 39: 86.00
582,19,Agent_12,Agent_20,"Arm 39 is good, reward 82.39"
583,19,Agent_13,Agent_10,Arm 46 is good (78.50)
584,19,Agent_14,Agent_12,Arm 32 is good.
585,19,Agent_15,Agent_17,Arm 29 is bad. Try arm 1.
586,19,Agent_16,Agent_17,Arm 18 gave me 100.00
587,19,Agent_17,Agent_23,"Arm 27 gave me 55.70, try it."
588,19,Agent_18,Agent_11,"Avoid arm 25, low reward."
589,19,Agent_19,Agent_18,Pull arm 36. Reward 88.52 in round 1.
590,19,Agent_20,Agent_12,Arm 48 gave me 54.14 in Round 1.
591,19,Agent_21,Agent_25,"Avoid arm 20, low reward."
592,19,Agent_22,Agent_7,Arm 23 gave me 70.85.
593,19,Agent_23,Agent_17,Arm 47 has low reward (30.93)'
594,19,Agent_24,Agent_12,Arm 32 gave me 75.83 in round 6.
595,19,Agent_25,Agent_2,Arm 11 is bad. Switch.
596,19,Agent_26,Agent_17,Pull arm 18. High reward.
597,19,Agent_27,Agent_19,Arm 12 has high rewards (~72).
598,19,Agent_28,Agent_19,12 is good (78.60)
599,19,Agent_29,Agent_12,"Arm 48 gave me 54.62, consider it."
